"track","duration_min","duration_category"
"My Baby Just Cares for Me - 2013 Remastered Version",3,"Medium (3-5 min)"
"I Put A Spell On You",2,"Short (< 3 min)"
"I Wish I Knew How It Would Feel to Be Free",3,"Medium (3-5 min)"
"Sinnerman",10,"Long (> 5 min)"
"Baltimore",4,"Medium (3-5 min)"
"Don't Let Me Be Misunderstood",2,"Short (< 3 min)"
"Feeling Good - Austin Millz Remix",2,"Short (< 3 min)"
"Sinnerman - Sofi Tukker Remix",3,"Medium (3-5 min)"
"I Want a Little Sugar In My Bowl",2,"Short (< 3 min)"
"World, Hold On - FISHER Rework",2,"Short (< 3 min)"
"World Hold on (Children of the Sky) [Radio Edit]",3,"Medium (3-5 min)"
"Rock This Party - Everybody Dance Now",4,"Medium (3-5 min)"
"Love Generation - Radio Edit",3,"Medium (3-5 min)"
"World Hold On (Radio Edit) [Vintage Culture & Dubdogz Remix]",2,"Short (< 3 min)"
"Love Generation",8,"Long (> 5 min)"
"World, Hold On",6,"Long (> 5 min)"
"Premier Gaou - Original Radio Edit",3,"Medium (3-5 min)"
"Borderline",2,"Short (< 3 min)"
"We Could Be Dancing",2,"Short (< 3 min)"
"Merry-Go-Round of Life - from 'Howl's Moving Castle'",5,"Long (> 5 min)"
"One Summer Day",3,"Medium (3-5 min)"
"The Flower Garden",2,"Short (< 3 min)"
"You're in Love",1,"Short (< 3 min)"
"Opening Song - Merry-Go-Round of Life",2,"Short (< 3 min)"
"A Town with an Ocean View",3,"Medium (3-5 min)"
"A Walk in the Skies",2,"Short (< 3 min)"
"The Sixth Station",3,"Medium (3-5 min)"
"Day Of The River",3,"Medium (3-5 min)"
"Ashitaka and San",3,"Medium (3-5 min)"
"Mr. Jones",4,"Medium (3-5 min)"
"Accidentally In Love",3,"Medium (3-5 min)"
"Big Yellow Taxi",3,"Medium (3-5 min)"
"Colorblind",3,"Medium (3-5 min)"
"A Long December",4,"Medium (3-5 min)"
"Round Here",5,"Long (> 5 min)"
"Hanginaround",4,"Medium (3-5 min)"
"Rain King",4,"Medium (3-5 min)"
"Omaha",3,"Medium (3-5 min)"
"Mr. Jones - Live At Chelsea Studios, New York/1997",5,"Long (> 5 min)"
"(What A) Wonderful World",2,"Short (< 3 min)"
"A Change Is Gonna Come",3,"Medium (3-5 min)"
"Bring It On Home to Me",2,"Short (< 3 min)"
"Nothing Can Change This Love",2,"Short (< 3 min)"
"Twistin' the Night Away",2,"Short (< 3 min)"
"Another Saturday Night",2,"Short (< 3 min)"
"You Send Me",2,"Short (< 3 min)"
"I Wish You Love",2,"Short (< 3 min)"
"Cupid",2,"Short (< 3 min)"
"Good Times",2,"Short (< 3 min)"
"Red Red Wine",3,"Medium (3-5 min)"
"(I Can't Help) Falling In Love With You",3,"Medium (3-5 min)"
"Kingston Town",3,"Medium (3-5 min)"
"I Got You Babe",3,"Medium (3-5 min)"
"Red Red Wine",5,"Long (> 5 min)"
"The Way You Do The Things You Do",3,"Medium (3-5 min)"
"Higher Ground",4,"Medium (3-5 min)"
"Bring Me Your Cup - Edit",4,"Medium (3-5 min)"
"Here I Am (Come And Take Me)",4,"Medium (3-5 min)"
"Homely Girl",3,"Medium (3-5 min)"
"Ordinary World",5,"Long (> 5 min)"
"Hungry Like the Wolf - 2009 Remaster",3,"Medium (3-5 min)"
"Come Undone",4,"Medium (3-5 min)"
"Girls on Film - 2010 Remaster",3,"Medium (3-5 min)"
"Save a Prayer - 2009 Remaster",5,"Long (> 5 min)"
"Rio - 2009 Remaster",5,"Long (> 5 min)"
"A View to a Kill",3,"Medium (3-5 min)"
"The Reflex - Single Version; 2010 Remaster",4,"Medium (3-5 min)"
"Save a Prayer - Single Version",3,"Medium (3-5 min)"
"The Wild Boys - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",4,"Medium (3-5 min)"
"At Last",2,"Short (< 3 min)"
"I'd Rather Go Blind",2,"Short (< 3 min)"
"A Sunday Kind Of Love",3,"Medium (3-5 min)"
"Stormy Weather",3,"Medium (3-5 min)"
"Something's Got A Hold On Me",2,"Short (< 3 min)"
"I Just Want To Make Love To You - Single Version",3,"Medium (3-5 min)"
"O Holy Night",4,"Medium (3-5 min)"
"Trust In Me",2,"Short (< 3 min)"
"Do Right Woman, Do Right Man",2,"Short (< 3 min)"
"All I Could Do Was Cry",2,"Short (< 3 min)"
"Free Fallin'",4,"Medium (3-5 min)"
"I Won't Back Down",2,"Short (< 3 min)"
"Runnin' Down A Dream",4,"Medium (3-5 min)"
"Wildflowers",3,"Medium (3-5 min)"
"You Don't Know How It Feels",4,"Medium (3-5 min)"
"Runnin' Down A Dream",4,"Medium (3-5 min)"
"You Wreck Me",3,"Medium (3-5 min)"
"Yer So Bad",3,"Medium (3-5 min)"
"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",4,"Medium (3-5 min)"
"A Face In The Crowd",3,"Medium (3-5 min)"
"Loco (Tu Forma De Ser)",5,"Long (> 5 min)"
"No Me Importa el Dinero (feat. Julieta Venegas) - Vivo en el Palacio de los Deportes",3,"Medium (3-5 min)"
"Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged",4,"Medium (3-5 min)"
"La Guitarra - Remasterized 2001",3,"Medium (3-5 min)"
"Un Osito de Peluche de Taiwán",4,"Medium (3-5 min)"
"Amor (Ft. Mon Laferte) - MTV Unplugged",5,"Long (> 5 min)"
"Corazón - Remasterized 2001",4,"Medium (3-5 min)"
"Golpes en el Corazón",3,"Medium (3-5 min)"
"El Pájaro Vio el Cielo y Se Voló",4,"Medium (3-5 min)"
"El Murguero - Remasterized 2001",5,"Long (> 5 min)"
"Listen to the Music",3,"Medium (3-5 min)"
"Long Train Runnin'",3,"Medium (3-5 min)"
"What a Fool Believes",3,"Medium (3-5 min)"
"China Grove",3,"Medium (3-5 min)"
"Black Water",4,"Medium (3-5 min)"
"Takin' It to the Streets",3,"Medium (3-5 min)"
"Another Park, Another Sunday",4,"Medium (3-5 min)"
"Toulouse Street",3,"Medium (3-5 min)"
"White Sun",2,"Short (< 3 min)"
"Minute by Minute",3,"Medium (3-5 min)"
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",2,"Short (< 3 min)"
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",2,"Short (< 3 min)"
"Carnival of the Animals, R. 125: The Swan",3,"Medium (3-5 min)"
"Ave Maria",2,"Short (< 3 min)"
"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude",2,"Short (< 3 min)"
"Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]",1,"Short (< 3 min)"
"The Mission: Gabriel's Oboe",3,"Medium (3-5 min)"
"Après un rêve, Op. 7, No. 1",2,"Short (< 3 min)"
"Salut d'Amour, Op. 12",2,"Short (< 3 min)"
"Symphony No. 6 in F Major, Op. 68, ""Pastorale"": I. Allegro ma non troppo, ""Awakening of cheerful feelings on arriving in the countryside""",11,"Long (> 5 min)"
"All Out of Love",4,"Medium (3-5 min)"
"Making Love Out of Nothing at All",5,"Long (> 5 min)"
"Goodbye",4,"Medium (3-5 min)"
"Even the Nights Are Better",3,"Medium (3-5 min)"
"Lost In Love",3,"Medium (3-5 min)"
"Without You",4,"Medium (3-5 min)"
"Here I Am (Just When I Thought I Was Over You)",3,"Medium (3-5 min)"
"Lonely Is the Night",4,"Medium (3-5 min)"
"Every Woman in the World",3,"Medium (3-5 min)"
"The One That You Love",4,"Medium (3-5 min)"
"You Can Call Me Al",4,"Medium (3-5 min)"
"Me and Julio Down by the Schoolyard",2,"Short (< 3 min)"
"50 Ways to Leave Your Lover",3,"Medium (3-5 min)"
"Kodachrome",3,"Medium (3-5 min)"
"Graceland",4,"Medium (3-5 min)"
"Diamonds on the Soles of Her Shoes",5,"Long (> 5 min)"
"Late in the Evening",4,"Medium (3-5 min)"
"Still Crazy After All These Years",3,"Medium (3-5 min)"
"Loves Me Like a Rock",3,"Medium (3-5 min)"
"Slip Slidin' Away",4,"Medium (3-5 min)"
"What's Love Got to Do with It",3,"Medium (3-5 min)"
"The Best",5,"Long (> 5 min)"
"What's Love Got to Do with It - 2015 Remaster",3,"Medium (3-5 min)"
"Proud Mary",5,"Long (> 5 min)"
"The Best - Edit",4,"Medium (3-5 min)"
"I Don't Wanna Lose You",4,"Medium (3-5 min)"
"It's Only Love",3,"Medium (3-5 min)"
"We Don't Need Another Hero (Thunderdome)",4,"Medium (3-5 min)"
"Let's Stay Together - 2015 Remaster",5,"Long (> 5 min)"
"Private Dancer - 2015 Remaster",7,"Long (> 5 min)"
"After Last Night (with Thundercat & Bootsy Collins)",4,"Medium (3-5 min)"
"I'd Rather Be with You",4,"Medium (3-5 min)"
"What's a Telephone Bill?",5,"Long (> 5 min)"
"Bootzilla",5,"Long (> 5 min)"
"I'm Leavin' U (Gotta Go, Gotta Go) (feat. MC Lyte) - C & J Fulltime Mix",4,"Medium (3-5 min)"
"Jam On",5,"Long (> 5 min)"
"Munchies for Your Love",9,"Long (> 5 min)"
"Worth My While",5,"Long (> 5 min)"
"Hip Hop Lollipop",3,"Medium (3-5 min)"
"We Play the Funk - Slynk Remix",3,"Medium (3-5 min)"
"Wannabe",2,"Short (< 3 min)"
"Stop",3,"Medium (3-5 min)"
"Say You'll Be There",3,"Medium (3-5 min)"
"2 Become 1",4,"Medium (3-5 min)"
"Spice Up Your Life",2,"Short (< 3 min)"
"Who Do You Think You Are",4,"Medium (3-5 min)"
"Viva Forever",5,"Long (> 5 min)"
"Christmas Wrapping",4,"Medium (3-5 min)"
"Mama",5,"Long (> 5 min)"
"Too Much",4,"Medium (3-5 min)"
"Sweet Caroline",3,"Medium (3-5 min)"
"Cracklin' Rosie - Single Version",2,"Short (< 3 min)"
"Forever In Blue Jeans",3,"Medium (3-5 min)"
"I Am...I Said - Single Version",3,"Medium (3-5 min)"
"Girl, You'll Be A Woman Soon",3,"Medium (3-5 min)"
"September Morn",3,"Medium (3-5 min)"
"Cherry Cherry",2,"Short (< 3 min)"
"Song Sung Blue",3,"Medium (3-5 min)"
"You Don't Bring Me Flowers",3,"Medium (3-5 min)"
"Beautiful Noise",3,"Medium (3-5 min)"
"Merry Christmas, Happy Holidays",4,"Medium (3-5 min)"
"Bye Bye Bye",3,"Medium (3-5 min)"
"It's Gonna Be Me",3,"Medium (3-5 min)"
"This I Promise You",4,"Medium (3-5 min)"
"Tearin' up My Heart - Radio Edit",3,"Medium (3-5 min)"
"I Want You Back - Radio Edit",3,"Medium (3-5 min)"
"Pop",3,"Medium (3-5 min)"
"Thinking Of You (I Drive Myself Crazy) - Remix",4,"Medium (3-5 min)"
"(God Must Have Spent) A Little More Time On You - Remix",4,"Medium (3-5 min)"
"Gone",4,"Medium (3-5 min)"
"Y Nos Dieron las Diez",5,"Long (> 5 min)"
"Contigo",4,"Medium (3-5 min)"
"Por el Bulevar de los Sueños Rotos",3,"Medium (3-5 min)"
"19 Dias y 500 Noches",4,"Medium (3-5 min)"
"Para Aute: Pasaba por Aquí (feat. Abel Pintos, Carlos Rivera, Dani Martin, Estopa, Ismael Serrano, Jorge Drexler, Pedro Guerra, Silvio Rodríguez, Vanesa Martin & Xoel López)",2,"Short (< 3 min)"
"Y Sin Embargo",4,"Medium (3-5 min)"
"Sintiéndolo Mucho (feat. Leiva)",4,"Medium (3-5 min)"
"Peor para el Sol",4,"Medium (3-5 min)"
"La Puerta De Alcalá - En Directo",5,"Long (> 5 min)"
"19 Dias y 500 Noches - En Directo",5,"Long (> 5 min)"
"Bounce (feat. Kelis) - Radio Edit",3,"Medium (3-5 min)"
"UP",2,"Short (< 3 min)"
"Blow It Up",3,"Medium (3-5 min)"
"Wherever You Go",2,"Short (< 3 min)"
"It Don’t Matter - Spotify Singles",2,"Short (< 3 min)"
"Yummy",2,"Short (< 3 min)"
"Millionaire (feat. André 3000)",3,"Medium (3-5 min)"
"Cola Song (feat. J Balvin)",3,"Medium (3-5 min)"
"Yummy (with Stefflon Don)",2,"Short (< 3 min)"
"Hello Hello",2,"Short (< 3 min)"
"Sun Is Up",3,"Medium (3-5 min)"
"Danger Zone - From ""Top Gun"" Original Soundtrack",3,"Medium (3-5 min)"
"Footloose",3,"Medium (3-5 min)"
"Meet Me Half Way - From ""Over The Top"" Soundtrack",3,"Medium (3-5 min)"
"Whenever I Call You ""Friend"" (feat. Stevie Nicks)",3,"Medium (3-5 min)"
"Playing with the Boys - From ""Top Gun"" Original Soundtrack",3,"Medium (3-5 min)"
"This Is It",3,"Medium (3-5 min)"
"Heart to Heart",5,"Long (> 5 min)"
"Why Not",3,"Medium (3-5 min)"
"I'm Alright - Theme from ""Caddyshack""",3,"Medium (3-5 min)"
"FEED THEM",1,"Short (< 3 min)"
"Return to Pooh Corner",4,"Medium (3-5 min)"
"Fire and Rain - 2019 Remaster",3,"Medium (3-5 min)"
"You've Got a Friend - 2019 Remaster",4,"Medium (3-5 min)"
"Carolina in My Mind",3,"Medium (3-5 min)"
"How Sweet It Is (To Be Loved By You) - 2019 Remaster",3,"Medium (3-5 min)"
"Your Smiling Face",2,"Short (< 3 min)"
"Mexico - 2019 Remaster",2,"Short (< 3 min)"
"Sweet Baby James - 2019 Remaster",2,"Short (< 3 min)"
"Handy Man",3,"Medium (3-5 min)"
"Something in the Way She Moves",3,"Medium (3-5 min)"
"Change (feat. James Taylor)",3,"Medium (3-5 min)"
"Believe",3,"Medium (3-5 min)"
"If I Could Turn Back Time",3,"Medium (3-5 min)"
"The Shoop Shoop Song (It's In His Kiss)",2,"Short (< 3 min)"
"Strong Enough",3,"Medium (3-5 min)"
"After All (Love Theme From Chances Are)",4,"Medium (3-5 min)"
"Walking in Memphis",3,"Medium (3-5 min)"
"Just Like Jesse James",4,"Medium (3-5 min)"
"Super Trouper",3,"Medium (3-5 min)"
"Gypsys, Tramps & Thieves",2,"Short (< 3 min)"
"I Found Someone",3,"Medium (3-5 min)"
"No Scrubs",3,"Medium (3-5 min)"
"Waterfalls",4,"Medium (3-5 min)"
"Creep",4,"Medium (3-5 min)"
"Unpretty",4,"Medium (3-5 min)"
"Red Light Special",5,"Long (> 5 min)"
"Diggin' On You",4,"Medium (3-5 min)"
"What About Your Friends",4,"Medium (3-5 min)"
"Baby-Baby-Baby",5,"Long (> 5 min)"
"Waterfalls - Single Edit",4,"Medium (3-5 min)"
"Unpretty - Radio Version",4,"Medium (3-5 min)"
"Tá Escrito",3,"Medium (3-5 min)"
"Deixa Acontecer - Ao Vivo",4,"Medium (3-5 min)"
"Coração Radiante",3,"Medium (3-5 min)"
"Só Depois",3,"Medium (3-5 min)"
"Mina de Fé",2,"Short (< 3 min)"
"Complicado - Ao Vivo",2,"Short (< 3 min)"
"O Show Tem Que Continuar",2,"Short (< 3 min)"
"Deixa Alagar - Ao Vivo",3,"Medium (3-5 min)"
"Meu Amor É Todo Seu",3,"Medium (3-5 min)"
"Grades do Coração - Ao Vivo",3,"Medium (3-5 min)"
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",7,"Long (> 5 min)"
"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",2,"Short (< 3 min)"
"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": 4. Allegro con fuoco",11,"Long (> 5 min)"
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso",8,"Long (> 5 min)"
"Serenade for Strings in E Major, Op. 22, B. 52: IV. Larghetto",4,"Medium (3-5 min)"
"Symphony No. 5 In C Sharp Minor: IV. Adagietto. Sehr langsam",10,"Long (> 5 min)"
"Symphony No. 2 In C Minor - ""Resurrection"" / 1st Movement - Allegro maestoso (Totenfeier): Im Tempo nachgeben",1,"Short (< 3 min)"
"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries",3,"Medium (3-5 min)"
"Beethoven: Symphony No. 2 in D Major, Op. 36: III. Scherzo. Allegro",3,"Medium (3-5 min)"
"Requiem In D Minor, K.626: 1. Introitus: Requiem",5,"Long (> 5 min)"
"Should've Been A Cowboy",3,"Medium (3-5 min)"
"As Good As I Once Was",3,"Medium (3-5 min)"
"Beer For My Horses",3,"Medium (3-5 min)"
"Courtesy Of The Red, White And Blue (The Angry American)",3,"Medium (3-5 min)"
"How Do You Like Me Now?!",3,"Medium (3-5 min)"
"Red Solo Cup",3,"Medium (3-5 min)"
"I Love This Bar",5,"Long (> 5 min)"
"I Wanna Talk About Me",3,"Medium (3-5 min)"
"Made in America",3,"Medium (3-5 min)"
"A Little Less Talk And A Lot More Action",2,"Short (< 3 min)"
"Suite No. 3 in D Major, BWV 1068: II. Air",6,"Long (> 5 min)"
"An der schönen blauen Donau, Op. 314",11,"Long (> 5 min)"
"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": 4. Allegro con fuoco",11,"Long (> 5 min)"
"Adagio for Strings and Organ in G Minor",11,"Long (> 5 min)"
"The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity",7,"Long (> 5 min)"
"Symphony No. 9 In D Minor, Op. 125 - ""Choral"": 1. Allegro ma non troppo, un poco maestoso",15,"Long (> 5 min)"
"Also sprach Zarathustra, Op. 30, TrV 176: Prelude (Sonnenaufgang)",1,"Short (< 3 min)"
"Symphony No. 9 In D Minor, Op. 125 - ""Choral"": 2. Molto vivace",10,"Long (> 5 min)"
"The Planets, Op. 32: 2. Venus, the Bringer of Peace",8,"Long (> 5 min)"
"Peer Gynt Suite No. 1, Op. 46: 1. Morning Mood",4,"Medium (3-5 min)"
"La Chica de Humo",5,"Long (> 5 min)"
"Quiero Dormir Cansado",4,"Medium (3-5 min)"
"Bella Señora",4,"Medium (3-5 min)"
"Insoportablemente Bella",3,"Medium (3-5 min)"
"La Chica De Humo - MTV Unplugged",4,"Medium (3-5 min)"
"Tengo Mucho Que Aprender de Ti",3,"Medium (3-5 min)"
"Este Terco Corazon",3,"Medium (3-5 min)"
"Todo Se Derrumbó Dentro de Mí",5,"Long (> 5 min)"
"Con Olor a Hierba",3,"Medium (3-5 min)"
"El Día Que Puedas",4,"Medium (3-5 min)"
"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",2,"Short (< 3 min)"
"(There's No Place Like) Home for the Holidays - 1959 Version",2,"Short (< 3 min)"
"Here We Come a-Caroling / We Wish You a Merry Christmas",1,"Short (< 3 min)"
"Christmas Dream",2,"Short (< 3 min)"
"Papa Loves Mambo",2,"Short (< 3 min)"
"Magic Moments",2,"Short (< 3 min)"
"And I Love You So",3,"Medium (3-5 min)"
"It's A Lovely Day Today",2,"Short (< 3 min)"
"O Holy Night - 1968 Version",3,"Medium (3-5 min)"
"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",4,"Medium (3-5 min)"
"Chura Liya Hai Tumne Jo Dil Ko (From ""Yaadon Ki Baaraat"")",4,"Medium (3-5 min)"
"Kya Hua Tera Vada (From ""Hum Kisise Kum Naheen"")",4,"Medium (3-5 min)"
"Maine Poochha Chand Se - From ""Abdullah""",5,"Long (> 5 min)"
"Gulabi Ankhen - From ""The Train""",3,"Medium (3-5 min)"
"Likhe Jo Khat Tujhe (From ""Kanyadaan"")",4,"Medium (3-5 min)"
"Janu Meri Jaan - Shaan / Soundtrack Version",7,"Long (> 5 min)"
"Taarif Karoon",2,"Short (< 3 min)"
"Abhi Na Jao Chhod Kar",4,"Medium (3-5 min)"
"O Haseena Zulfonwale Jane Jahan (From ""Teesri Manzil"")",6,"Long (> 5 min)"
"Chup Gaye Sare Nazare",5,"Long (> 5 min)"
"Shimmy Shimmy Ya",2,"Short (< 3 min)"
"Got Your Money (feat. Kelis)",3,"Medium (3-5 min)"
"Brooklyn Zoo",3,"Medium (3-5 min)"
"Hippa to da Hoppa",3,"Medium (3-5 min)"
"Intoxicated (feat. Raekwon, Method Man & Macy Gray)",4,"Medium (3-5 min)"
"High In The Clouds",2,"Short (< 3 min)"
"Baby C'mon",3,"Medium (3-5 min)"
"Proteck Ya Neck II the Zoo",4,"Medium (3-5 min)"
"Raw Hide",4,"Medium (3-5 min)"
"Old Man",2,"Short (< 3 min)"
"Haule Haule",4,"Medium (3-5 min)"
"Gallan Goodiyaan",4,"Medium (3-5 min)"
"Taal Se Taal - Western Version",2,"Short (< 3 min)"
"Chaiyya Chaiyya (From ""Dil Se"")",6,"Long (> 5 min)"
"Kar Har Maidaan Fateh (From ""Sanju"")",5,"Long (> 5 min)"
"Ramta Jogi",6,"Long (> 5 min)"
"Jungle Mein Kaand",2,"Short (< 3 min)"
"Arjunar Villu",4,"Medium (3-5 min)"
"Dard - E - Disco",4,"Medium (3-5 min)"
"Phir Dhan Te Nan",4,"Medium (3-5 min)"
"A Holly Jolly Christmas",2,"Short (< 3 min)"
"Hero",2,"Short (< 3 min)"
"Rudolph The Red-Nosed Reindeer",2,"Short (< 3 min)"
"A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",1,"Short (< 3 min)"
"Rudolph The Red-Nosed Reindeer - Finale",1,"Short (< 3 min)"
"Silver And Gold - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",1,"Short (< 3 min)"
"Overture And A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",2,"Short (< 3 min)"
"It Came Upon A Midnight Clear",2,"Short (< 3 min)"
"Silver Bells",2,"Short (< 3 min)"
"Shockwave (with Afrojack)",2,"Short (< 3 min)"
"Santa Claus Is Coming To Town",2,"Short (< 3 min)"
"A Holly Jolly Christmas",2,"Short (< 3 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 06",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 10",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 08",3,"Medium (3-5 min)"
"Sad (feat. Afrojack)",2,"Short (< 3 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 09",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 07",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 05",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 11",3,"Medium (3-5 min)"
"XT4S1S",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 04",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 12",3,"Medium (3-5 min)"
"152 - und das Geheimnis der Kelly Brüder - Teil 02",3,"Medium (3-5 min)"
"Chand Sifarish",4,"Medium (3-5 min)"
"Jab Se Tere Naina",4,"Medium (3-5 min)"
"Aao Milo Chalo",5,"Long (> 5 min)"
"Woh Ladki Hai Kahan",5,"Long (> 5 min)"
"Behti Hawa Sa Tha Woh",5,"Long (> 5 min)"
"My Dil Goes Mmmm",7,"Long (> 5 min)"
"It's the Time to Disco",5,"Long (> 5 min)"
"Deewangi Deewangi",5,"Long (> 5 min)"
"Dus Bahane",3,"Medium (3-5 min)"
"You're My Love",4,"Medium (3-5 min)"
"Pehla Nasha",4,"Medium (3-5 min)"
"Maahi Ve",6,"Long (> 5 min)"
"Manmadhane Nee",4,"Medium (3-5 min)"
"Vennilave (From ""Minsara Kanavu"")",5,"Long (> 5 min)"
"Saat Samundar Paar (From ""Vishwatma"")",6,"Long (> 5 min)"
"Georgia on My Mind",3,"Medium (3-5 min)"
"What'd I Say, Pt. 1 & 2",5,"Long (> 5 min)"
"Here We Go Again",3,"Medium (3-5 min)"
"Mess Around",2,"Short (< 3 min)"
"Fever",3,"Medium (3-5 min)"
"Come Rain or Come Shine",3,"Medium (3-5 min)"
"Smoke on the Water",5,"Long (> 5 min)"
"Highway Star",6,"Long (> 5 min)"
"Perfect Strangers",5,"Long (> 5 min)"
"Soldier of Fortune",3,"Medium (3-5 min)"
"When a Blind Man Cries - B-Side; 2012 Remaster",3,"Medium (3-5 min)"
"Child in Time",10,"Long (> 5 min)"
"Hush",4,"Medium (3-5 min)"
"Burn - 2002 Remaster",6,"Long (> 5 min)"
"Black Night",3,"Medium (3-5 min)"
"Knocking At Your Back Door",7,"Long (> 5 min)"
"Breaking the Law",2,"Short (< 3 min)"
"Painkiller",6,"Long (> 5 min)"
"You've Got Another Thing Coming",5,"Long (> 5 min)"
"Living After Midnight",3,"Medium (3-5 min)"
"Electric Eye",3,"Medium (3-5 min)"
"Turbo Lover - Remastered",5,"Long (> 5 min)"
"Angel",4,"Medium (3-5 min)"
"Beyond the Realms of Death",6,"Long (> 5 min)"
"Night Crawler",5,"Long (> 5 min)"
"No Surrender",2,"Short (< 3 min)"
"Don't Speak",4,"Medium (3-5 min)"
"Just A Girl",3,"Medium (3-5 min)"
"Hella Good",4,"Medium (3-5 min)"
"Underneath It All",5,"Long (> 5 min)"
"It's My Life",3,"Medium (3-5 min)"
"Spiderwebs",4,"Medium (3-5 min)"
"Sunday Morning",4,"Medium (3-5 min)"
"Hey Baby",3,"Medium (3-5 min)"
"Ex-Girlfriend",3,"Medium (3-5 min)"
"Bathwater",4,"Medium (3-5 min)"
"La flaca",4,"Medium (3-5 min)"
"Agua",4,"Medium (3-5 min)"
"El lado oscuro",4,"Medium (3-5 min)"
"Depende",4,"Medium (3-5 min)"
"Bonito",4,"Medium (3-5 min)"
"Eso Que Tú Me Das",3,"Medium (3-5 min)"
"Grita",3,"Medium (3-5 min)"
"La Quiero A Morir",3,"Medium (3-5 min)"
"La chica de Ipanema",4,"Medium (3-5 min)"
"Me gusta como eres",3,"Medium (3-5 min)"
"Celebration",4,"Medium (3-5 min)"
"Get Down On It - Single Version",3,"Medium (3-5 min)"
"Celebration - Single Version",3,"Medium (3-5 min)"
"Cherish - Single Version",3,"Medium (3-5 min)"
"Get Down On It",4,"Medium (3-5 min)"
"Fresh",4,"Medium (3-5 min)"
"Jungle Boogie",3,"Medium (3-5 min)"
"Ladies Night - Single Version",3,"Medium (3-5 min)"
"Summer Madness",4,"Medium (3-5 min)"
"Hollywood Swinging",4,"Medium (3-5 min)"
"Gymnopédie No. 1",3,"Medium (3-5 min)"
"Satie / Orch. Ducros: Gymnopédie No. 1",2,"Short (< 3 min)"
"Gnossienne No. 1",4,"Medium (3-5 min)"
"Enfantillages pittoresques: II. Berceuse",1,"Short (< 3 min)"
"Gnossienne: No. 1",3,"Medium (3-5 min)"
"Gnossienne: No.1 (Satie Reworks) - Spotify Singles",2,"Short (< 3 min)"
"3 Gymnopédies: No. 1 Lent et douloureux",3,"Medium (3-5 min)"
"Gnossienne No. 1 (Arr. Kleynjans)",3,"Medium (3-5 min)"
"Gymnopédie No. 3",2,"Short (< 3 min)"
"Mercure, Scene 1: La nuit",1,"Short (< 3 min)"
"Shook Ones, Pt. II",5,"Long (> 5 min)"
"Survival of the Fittest",3,"Medium (3-5 min)"
"Hell on Earth (Front Lines)",4,"Medium (3-5 min)"
"Quiet Storm",4,"Medium (3-5 min)"
"Idiota",3,"Medium (3-5 min)"
"Give Up the Goods (Just Step) (feat. Big Noyd)",4,"Medium (3-5 min)"
"Temperature's Rising (feat. Crystal Johnson)",5,"Long (> 5 min)"
"The Wise & Lakid",2,"Short (< 3 min)"
"Shook Ones, Pt. II - Instrumental",4,"Medium (3-5 min)"
"Quiet Storm (feat. Lil' Kim) - Remix",4,"Medium (3-5 min)"
