"track","tempo","tempo_category"
"Wildflower","81.097","Lambat"
"Master of None","86.485","Lambat"
"PPP","104.882","Sedang"
"Wherever You Go","128.034","Cepat"
"Take Care","110.85","Sedang"
"Once Twice Melody","168.234","Cepat"
"Lemon Glow","148.427","Cepat"
"Leave Before You Love Me (with Jonas Brothers)","119.976","Sedang"
"Sucker","137.958","Cepat"
"Like It's Christmas","146.035","Cepat"
"What A Man Gotta Do","113.039","Sedang"
"Only Human","94.01","Sedang"
"Burnin' Up","114.03","Sedang"
"I Need You Christmas","99.186","Sedang"
"Who's In Your Head","101.025","Sedang"
"Year 3000","106.965","Sedang"
"Remember This","110.865","Sedang"
"Country Girl (Shake It For Me)","105.97","Sedang"
"Play It Again","143.935","Cepat"
"That's My Kind Of Night","109.995","Sedang"
"Kiss Tomorrow Goodbye","115.013","Sedang"
"I Don't Want This Night To End","111.934","Sedang"
"Rain Is A Good Thing","108.051","Sedang"
"Drunk On You","143.971","Cepat"
"Huntin', Fishin' And Lovin' Every Day","76.978","Lambat"
"Kick The Dust Up","172.064","Cepat"
"Country On","156.044","Cepat"
"Kesariya","94.009","Sedang"
"Ghodey Pe Sawaar (From ""Qala"")","102.003","Sedang"
"Deva Deva","112.074","Sedang"
"Dance Ka Bhoot","136.008","Cepat"
"Iktara","79.976","Lambat"
"Phir Na Aisi Raat Aayegi (From ""Laal Singh Chaddha"")","128.049","Cepat"
"Iktara - Lofi Flip","159.894","Cepat"
"Rasiya Reprise","151.383","Cepat"
"Kahani (From ""Laal Singh Chaddha"")","149.354","Cepat"
"The Break Up Mashup","84.643","Lambat"
"Cigarette Daydreams","113.98","Sedang"
"Ain't No Rest for the Wicked","156.036","Cepat"
"Come a Little Closer","148.038","Cepat"
"Trouble","77.861","Lambat"
"Cold Cold Cold","136.125","Cepat"
"Social Cues","132.039","Cepat"
"Telescope","93.568","Sedang"
"Black Madonna","109.991","Sedang"
"Sweetie Little Jean","135.678","Cepat"
"Spiderhead","117.962","Sedang"
"Dueles","142.026","Cepat"
"Y, ¿Si Fuera Ella? - + Es +","150.586","Cepat"
"¡Corre!","151.97","Cepat"
"La De La Mala Suerte","139.978","Cepat"
"3 A.M.","101.99","Sedang"
"Llorar (feat. Mario Domm)","169.655","Cepat"
"Ecos De Amor","70.679","Lambat"
"Te Esperé","126.018","Cepat"
"Tanto","143.942","Cepat"
"Me Soltaste","111.661","Sedang"
"Maquiavélico","92.907","Sedang"
"Es Épico","93.37","Sedang"
"Stupid Love Story","93.477","Sedang"
"Jeremías 17-5","91.753","Sedang"
"Pensando en Ti","178.589","Cepat"
"Llovía","84.006","Lambat"
"Mundo de Piedra","94.409","Sedang"
"Y la Felicidad Qué","91.488","Sedang"
"Cuando Vayas Conmigo","90.03","Sedang"
"Mañana Será Otro Día","90.259","Sedang"
"Lover Is a Day","180.128","Cepat"
"Lo Que Siento","86.89","Lambat"
"Piel Canela","116.972","Sedang"
"Amor de Siempre","122.991","Cepat"
"Bossa No Sé (feat. Jean Carter)","134.12","Cepat"
"First Of The Year","116.01","Sedang"
"Dontmakemefallinlove","103.798","Sedang"
"Do Better","100.011","Sedang"
"Pendant","134.929","Cepat"
"Sitting In The Corner (feat. Adriel Favela & Kacey Musgraves)","106.031","Sedang"
"Let Her Go","74.897","Lambat"
"Simple Song","78","Lambat"
"Sword from the Stone","79.938","Lambat"
"Let Her Go - Acoustic","142.526","Cepat"
"And I Love Her","117.572","Sedang"
"The Way That I Love You","120.794","Cepat"
"Anywhere","104.541","Sedang"
"Fast Car (Cover)","92.881","Sedang"
"Happy Christmas My Dear","90.588","Sedang"
"Losing My Religion (Cover)","126.035","Cepat"
"CP_009_ Évidemment","120.76","Cepat"
"La Quête","120.105","Cepat"
"Jour meilleur","81.499","Lambat"
"Du propre","149.952","Cepat"
"La terre est ronde","82.183","Lambat"
"Rêves bizarres (feat. Damso)","143.995","Cepat"
"Millions","141.126","Cepat"
"L'odeur de l'essence","59.974","Lambat"
"Athéna","86.619","Lambat"
"Notes pour trop tard (feat. Ibeyi)","167.758","Cepat"
"Quiere Que Llame","114.029","Sedang"
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]","107.963","Sedang"
"Vas a Querer Volver (feat. Neñgo Flow)","127.058","Cepat"
"Salgo a Buscarte","117.042","Sedang"
"Si Me Gano Un Grammy","99.739","Sedang"
"Suave (Remix)","119.999","Sedang"
"Nunca Me Amo","130.065","Cepat"
"Ella Te Las Va A Pegar (feat. Ele a el Dominio & Noriel)","120.019","Cepat"
"Super Jon-Z (Residente Challenge)","137.001","Cepat"
"Hot Sauce (feat. Ovi)","139.992","Cepat"
"Springsteen","104.023","Sedang"
"Doing Life With Me","80.993","Lambat"
"Drink In My Hand","113.044","Sedang"
"Roll Me Up and Smoke Me When I Die - Live","106.859","Sedang"
"Hell Of A View","98.997","Sedang"
"Record Year","160.031","Cepat"
"Smoke A Little Smoke","96.98","Sedang"
"Talladega","144.001","Cepat"
"Like A Wrecking Ball","136.071","Cepat"
"Round Here Buzz","76.078","Lambat"
"King's Dead (with Kendrick Lamar, Future & James Blake)","137.133","Cepat"
"Wow Freestyle (feat. Kendrick Lamar)","150.055","Cepat"
"WIN","125.994","Cepat"
"Hood Gone Love It (feat. Kendrick Lamar)","91.77","Sedang"
"OSOM (feat. J. Cole)","124.917","Cepat"
"Tap Out (feat. Jeremih)","100.06","Sedang"
"Redemption (feat. SZA)","144.017","Cepat"
"Shit Real (feat. Tee Grizzley)","104.02","Sedang"
"Vice City (feat. Black Hippy)","114.939","Sedang"
"Rotation 112th","175.903","Cepat"
"Dear Maria, Count Me In","181.04","Cepat"
"Monsters (feat. blackbear)","78.532","Lambat"
"Sleepwalking","176.014","Cepat"
"Monsters (feat. Demi Lovato and blackbear)","162.092","Cepat"
"Weightless","181.074","Cepat"
"Tell Me I’m Alive","179.998","Cepat"
"Remembering Sunday","170.043","Cepat"
"Kids In The Dark","130.043","Cepat"
"Therapy","169.871","Cepat"
"A Love Like War (feat. Vic Fuentes)","162.005","Cepat"
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","70.368","Lambat"
"Fitoor","138.997","Cepat"
"Jaan Ban Gaye","132.261","Cepat"
"Phir Bhi Tumko Chaahunga","99.638","Sedang"
"Aashiqui Aa Gayi","122.826","Cepat"
"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)","111.766","Sedang"
"Kitni Haseen Hogi (From ""Hit - The First Case"")","102.787","Sedang"
"Sanam Re (From ""Sanam Re"")","111.969","Sedang"
"Soch Liya","119.923","Sedang"
"Jo Tum Saath Ho","147.606","Cepat"
"Dynamite","119.975","Sedang"
"Break Your Heart","122.01","Cepat"
"Hangover","128.053","Cepat"
"Higher","128.025","Cepat"
"There She Goes","128.058","Cepat"
"She's Like A Star","133.151","Cepat"
"Troublemaker","125.028","Cepat"
"Hangover - Hardwell Remix Radio Edit","127.946","Cepat"
"Higher","127.986","Cepat"
"Telling The World","129.991","Cepat"
"Por Fin Te Encontré","179.968","Cepat"
"Yo Te Esperaré","175.697","Cepat"
"Nada","173.891","Cepat"
"La Musiquita","121.996","Cepat"
"2005","88.917","Lambat"
"La Estrategia","165.571","Cepat"
"+ (MÁS)","160.042","Cepat"
"Locura","185.669","Cepat"
"Por Qué Te Vas","165.97","Cepat"
"Soltera","128","Cepat"
"Eres Ese Algo","113.872","Sedang"
"Fuentes de Ortiz","115.374","Sedang"
"Con Ese Corazón","117.045","Sedang"
"Así Ya No","113.571","Sedang"
"Especial","114.814","Sedang"
"Lo Mejor De Lo Mejor","113.17","Sedang"
"Hoy Más Que Nunca","174.992","Cepat"
"No Quiero Compartir","115.247","Sedang"
"50 Y Cincuenta","115.386","Sedang"
"Por Obvias Razones","115.292","Sedang"
"!ly (feat. Coez)","126.556","Cepat"
"La musica non c'è","135.919","Cepat"
"Le luci della città","129.933","Cepat"
"Occhi rossi","123.465","Cepat"
"È sempre bello","110.919","Sedang"
"Faccio un casino","82.994","Lambat"
"STANOTTE (feat. Coez, Massimo Pericolo)","79.997","Lambat"
"Margherita","89.85","Lambat"
"Come nelle canzoni","175.878","Cepat"
"Come Mi Guardi (con Madame, Coez & Bresh)","122.085","Cepat"
"Smile","95.506","Sedang"
"Somewhere Only We Know","80.925","Lambat"
"Not Fair","121.488","Cepat"
"Fuck You","130.009","Cepat"
"LDN","100.023","Sedang"
"Roll The Dice (feat. Stamina MC & Lily Allen)","172.059","Cepat"
"The Fear","134.002","Cepat"
"Somewhere Only We know - Live from Spotify, London","76.71","Lambat"
"Mad World - Recorded at Metropolis Studios, London","92.449","Sedang"
"Hard out Here","125.026","Cepat"
"Something to Rap About (feat. Tyler, The Creator)","56.046","Lambat"
"Too Much (feat. Moneybagg Yo)","115.067","Sedang"
"1985","130.396","Cepat"
"Crime Pays","146.941","Cepat"
"Scottie Beam","79.192","Lambat"
"Gang Signs (feat. ScHoolboy Q)","52.145","Lambat"
"Babies & Fools (feat. Conway the Machine)","75.729","Lambat"
"Dark Hearted","96.005","Sedang"
"Couldn’t Be Done (feat. Kelly Price)","79.975","Lambat"
"4 Thangs (feat. Big Sean & Hit-Boy)","83.012","Lambat"
"Bleeding Love","104.036","Sedang"
"One More Sleep","112.986","Sedang"
"You Are The Reason - Duet Version","171.454","Cepat"
"Better in Time","163.953","Cepat"
"Winter Wonderland","122.549","Cepat"
"Run","142.365","Cepat"
"I See You (Theme from Avatar)","136.018","Cepat"
"A Moment Like This","70.543","Lambat"
"Footprints in the Sand","119.934","Sedang"
"Walking on Sunshine","110.98","Sedang"
"Malditas Ganas","114.9","Sedang"
"Sanguinarios Del M1","119.905","Sedang"
"Cuernito Armani","114.816","Sedang"
"El Papel Cambio (Bonus Track)","149.981","Cepat"
"La Princesa","112.437","Sedang"
"Descansa Mi Amor","159.743","Cepat"
"A Mi Me Interesa","142.097","Cepat"
"Borracho Y Escandaloso","101.271","Sedang"
"El Taquicardio","90.53","Sedang"
"Soy De Rancho","124.954","Cepat"
"Jaane Kyu Main","136.75","Cepat"
"Mujhko De Tu Mit Jaane","139.932","Cepat"
"Tum Kyu Chale Aate Ho - Unplugged","180.201","Cepat"
"Tum Chhupa Na Sakogi - Unplugged","80.99","Lambat"
"Saari Raat","80.007","Lambat"
"Tu Ijazat De Agar - Unplugged","99.822","Sedang"
"Ek Pal Ki Bhi Judai","139.917","Cepat"
"Rukh Zindagi Ne Mod Liya - Unplugged","66.607","Lambat"
"Pehle Kabhi","125.019","Cepat"
"Teri Nazar Mein - Unplugged","128.593","Cepat"
"Through The Echoes","104.933","Sedang"
"Last Request","80.925","Lambat"
"Candy","125.164","Cepat"
"New Shoes","150.04","Cepat"
"Iron Sky","139.724","Cepat"
"Acid Eyes","112.001","Sedang"
"Pencil Full of Lead","106.132","Sedang"
"Jenny Don't Be Hasty","120.456","Cepat"
"Coming up Easy","113.737","Sedang"
"Radio","116.895","Sedang"
"Heaven Is A Place On Earth","127.993","Cepat"
"Skydance","75.108","Lambat"
"Dragostea Din Tei - W&W Remix","159.974","Cepat"
"Moonlight Shadow","145.176","Cepat"
"Poison (with Timmy Trumpet x W&W)","101.563","Sedang"
"Come With Me","145.019","Cepat"
"Rave Love","160.057","Cepat"
"The Lone Ranger","129.949","Cepat"
"StarShine (I Don't Want This Night To End)","150","Cepat"
"Repeat After Me","131.933","Cepat"
"Famous Friends","102.008","Sedang"
"I'm Comin' Over","127.997","Cepat"
"Tomorrow","141.733","Cepat"
"Gettin' You Home","106.966","Sedang"
"Looking for You","81.034","Lambat"
"At the End of a Bar","75.932","Lambat"
"Aw Naw","109.971","Sedang"
"Think of You","111.959","Sedang"
"Who I Am With You","150.309","Cepat"
"You","95.031","Sedang"
"Soy El Ratón","103.052","Sedang"
"Billetes Verdes","99.561","Sedang"
"Ando Bien Al Tiro","112.517","Sedang"
"El Imán","102.483","Sedang"
"El Capitán","104.303","Sedang"
"Millennial","100.086","Sedang"
"Miami Vibe","103.483","Sedang"
"El Trébol de la Suerte","103.468","Sedang"
"Iván Pa'llá Iván Pa'cá","112.139","Sedang"
"Soy Para Ti","109.443","Sedang"
"Bhool Bhulaiyaa 2 Title Track","108.022","Sedang"
"Tum Hi Ho Bandhu (From ""Cocktail"")","134.997","Cepat"
"Tum Mile","123.01","Cepat"
"Tum Mile - Lofi Flip","114.96","Sedang"
"Jhak Maar Ke","95.04","Sedang"
"Bhool Bhulaiyaa","108.015","Sedang"
"Character Dheela","111.983","Sedang"
"Khwab Dekhe Sexy Lady","108.999","Sedang"
"Prem Ki Naiyya","132.038","Cepat"
"Love Mera Hit Hit","104.844","Sedang"
"Zukunft Pink (feat. Inéz)","118.036","Sedang"
"Alles neu","133.876","Cepat"
"Haus am See","123.715","Cepat"
"Schüttel deinen Speck","107.979","Sedang"
"Schwarz zu blau","162.088","Cepat"
"Stadtaffe","158.838","Cepat"
"Lok auf 2 Beinen","101.884","Sedang"
"Zucker (feat. Vanessa Mason)","145.523","Cepat"
"Der letzte Tag","144.874","Cepat"
"Zukunft Pink - ALLIANCE REMIX (feat. Focalistic, Kwam.E, ALBI X, Willy Will, Awa Khiwe, Benji Asare, Inéz)","118.022","Sedang"
"Y, ¿Si Fuera Ella? - + Es +","150.586","Cepat"
"SI ELLA SUPIERA","138.876","Cepat"
"5 SENTÍOS","124.978","Cepat"
"Resistiré","100.018","Sedang"
"Convénceme","167.854","Cepat"
"Corazon Hambriento (feat. Abel Pintos)","80.635","Lambat"
"NUESTRO MUNDO","129.02","Cepat"
"90 Minutos","77.011","Lambat"
"Hoy","103.087","Sedang"
"No Me Basta","153.899","Cepat"
"Grinding All My Life","180.165","Cepat"
"Double Up (feat. Belly and Dom Kennedy)","107.978","Sedang"
"Racks in the Middle (feat. Roddy Ricch and Hit-Boy)","79.351","Lambat"
"Hussle & Motivate","119.908","Sedang"
"Victory Lap (feat. Stacy Barthe)","89.146","Lambat"
"Last Time That I Checc'd (feat. YG)","96.024","Sedang"
"Dedication (feat. Kendrick Lamar)","93.995","Sedang"
"Blue Laces 2","75.701","Lambat"
"Ocean Views","80.361","Lambat"
"Face the World","92.114","Sedang"
"Grace Kelly","122.361","Cepat"
"Relax, Take It Easy","121.859","Cepat"
"Happy Ending","96.043","Sedang"
"Keep it Simple (feat. Mika)","122.036","Cepat"
"Love Today","124.461","Cepat"
"Popular Song","99.036","Sedang"
"Lollipop","96.001","Sedang"
"Big Girl (You Are Beautiful)","116","Sedang"
"Bolero (feat. MIKA)","126.984","Cepat"
"Elle me dit","125.992","Cepat"
"Love Lost","109.835","Sedang"
"Sweet Disposition","129.139","Cepat"
"Fader","134.972","Cepat"
"Love Lost","122.579","Cepat"
"Sweet Disposition (Vintage Culture & Lazy Bear Remix)","121.989","Cepat"
"Sweet Disposition - Bootleg","123.983","Cepat"
"Dancing in the Dark - triple j Like A Version","147.029","Cepat"
"Soldier On","80.727","Lambat"
"Trembling Hands","135.243","Cepat"
"Fall Together","169.982","Cepat"
"Seja Para Mim - Acústico","123.982","Cepat"
"Pisando Descalço","141.816","Cepat"
"O Destino Não Quis","132.053","Cepat"
"Saudades do Tempo","134.004","Cepat"
"Êxodo","139.905","Cepat"
"Daquele Jeito","121.9","Cepat"
"Luz Que Me Traz Paz","88.04","Lambat"
"Seja Para Mim - Ao Vivo Em São Paulo","123.972","Cepat"
"Pisando Descalço","79.023","Lambat"
"Lembranças","172.093","Cepat"
"Atemlos durch die Nacht","128.054","Cepat"
"Regenbogenfarben","123.018","Cepat"
"Herzbeben","128.03","Cepat"
"Fröhliche Weihnacht überall","141.822","Cepat"
"Ich will immer wieder... dieses Fieber spür'n","121.054","Cepat"
"Null auf 100","129.841","Cepat"
"Santa Baby (feat. Helene Fischer)","84.547","Lambat"
"Achterbahn","119.981","Sedang"
"Blitz","132.955","Cepat"
"Und morgen früh küss ich dich wach","119.991","Sedang"
"SIR BAUDELAIRE (feat. DJ Drama)","127.596","Cepat"
"Put The Minks Down (feat. 42 Dugg)","98.511","Sedang"
"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)","148.063","Cepat"
"Scarface (feat. EST Gee)","150.008","Cepat"
"Ain't No Way Around It Remix feat. Future, Big Boi & Young Jeezy","130.924","Cepat"
"Earned","107.729","Sedang"
"Wishing","109.879","Sedang"
"Most Hated (feat. Lil Durk)","141.935","Cepat"
"RZA","80.963","Lambat"
"Bruh","93.713","Sedang"
"Big Jet Plane","109.959","Sedang"
"Stay With Me - Live From Spotify Berlin","75.902","Lambat"
"Chateau","129.992","Cepat"
"Grizzly Bear","118.048","Sedang"
"Paper Aeroplane","104.071","Sedang"
"Santa Monica Dream","121.071","Cepat"
"Mango Tree","107.967","Sedang"
"Passionfruit - triple j Like a Version","110.048","Sedang"
"Nothing Else","123.941","Cepat"
"Youngblood","123.974","Cepat"
"Blood Upon the Snow","126.221","Cepat"
"God of War Ragnarök (feat. Eivør)","76.387","Lambat"
"God of War","143.847","Cepat"
"Raeb's Lament","111.532","Sedang"
"A Son's Path","150.006","Cepat"
"Outlander - The Skye Boat Song (Castle Leoch Version) [feat. Raya Yarbrough]","138.153","Cepat"
"Dance of the Druids (feat. Raya Yarbrough)","139.91","Cepat"
"Letting Go","81.179","Lambat"
"Ragnarök","95.086","Sedang"
"Memories of Mother (feat. Eivør)","79.406","Lambat"
"What A Beautiful Name","135.902","Cepat"
"Honey In The Rock - Live","123.962","Cepat"
"Who You Say I Am - Live","171.722","Cepat"
"Hosanna","153.903","Cepat"
"King Of Kings","136.045","Cepat"
"What A Beautiful Name - Live","135.742","Cepat"
"Lead Me To The Cross","140.002","Cepat"
"A Thousand Hallelujahs - Live","135.794","Cepat"
"New Wine - Live","140.212","Cepat"
"Awake My Soul","126.836","Cepat"
"Greek Tragedy - Oliver Nelson TikTok Remix","112.033","Sedang"
"Let's Dance to Joy Division","116.911","Sedang"
"Kill the Director","161.487","Cepat"
"Moving to New York","161.941","Cepat"
"Turn","105.011","Sedang"
"Greek Tragedy","93.24","Sedang"
"If You Ever Leave, I'm Coming with You","152.017","Cepat"
"Is This What It Feels Like to Feel Like This?","130.051","Cepat"
"Tokyo (Vampires & Wolves)","146.4","Cepat"
"Pink Lemonade","143.993","Cepat"
"BANG BANG BANG","135.01","Cepat"
"Still Life","118.06","Sedang"
"LOSER","89.846","Lambat"
"FXXK IT","90.101","Sedang"
"Haru Haru","126.001","Cepat"
"LET'S NOT FALL IN LOVE","124.984","Cepat"
"IF YOU","141.822","Cepat"
"FANTASTIC BABY - Japanese ver.","130.01","Cepat"
"LAST DANCE","143.858","Cepat"
"Blue","124.985","Cepat"
"Bruk Off Yuh Back","100.967","Sedang"
"Pull up to Mi Bumper","211.958","Cepat"
"Hard Drive","101.101","Sedang"
"Bruk Off Yuh Back (feat. Chris Brown)","202.052","Cepat"
"Gal A Bubble","100.06","Sedang"
"So High","168.101","Cepat"
"Show Yourself","109.998","Sedang"
"GYAL TIME AGAIN","92.942","Sedang"
"Succa Proof (feat. Konshens and J. Black)","87.532","Lambat"
"Simple Blessings","99.669","Sedang"
"The Boys Are Back In Town","155.069","Cepat"
"Grey Magic","155.004","Cepat"
"Grey Gods","159.98","Cepat"
"The fo Five","176.078","Cepat"
"Sarcophagus II","164.971","Cepat"
"Sarcophagus III","122.999","Cepat"
"Hunnids","162.01","Cepat"
"Na Na Na Na Na (Caught Slippin)","93.99","Sedang"
"Gold Thangs & Pinky Rangs (Da Hooptie)","98.984","Sedang"
"The Mystical Warlock","160.03","Cepat"
"No Role Modelz","100.028","Sedang"
"Wet Dreamz","175.627","Cepat"
"MIDDLE CHILD","123.984","Cepat"
"She Knows (feat. Amber Coffman & Cults)","118.008","Sedang"
"Work Out","93.004","Sedang"
"m y . l i f e (with 21 Savage & Morray)","140.021","Cepat"
"Power Trip (feat. Miguel)","99.992","Sedang"
"p r i d e . i s . t h e . d e v i l (with Lil Baby)","88.967","Lambat"
"Love Yourz","82.81","Lambat"
"Kevin’s Heart","116.079","Sedang"
"LA CANCIÓN","176.089","Cepat"
"No Me Conoce - Remix","91.974","Sedang"
"UN PESO","79.31","Lambat"
"QUE PRETENDES","92.603","Sedang"
"I Like It","136.048","Cepat"
"AM Remix","172.031","Cepat"
"Una Locura","168.022","Cepat"
"Baila Baila Baila - Remix","100.016","Sedang"
"Si Tu Novio Te Deja Sola","121.927","Cepat"
"Con Altura","97.963","Sedang"
"Dark Horse","131.934","Cepat"
"Unconditionally","128.902","Cepat"
"When I’m Gone (with Katy Perry)","125.034","Cepat"
"Roar","90.003","Sedang"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","101.018","Sedang"
"The One That Got Away","133.971","Cepat"
"Harleys In Hawaii","140.095","Cepat"
"Last Friday Night (T.G.I.F.)","126.023","Cepat"
"Firework","124.071","Cepat"
"California Gurls","125.005","Cepat"
"I Ain't Worried","139.994","Cepat"
"Counting Stars","122.017","Cepat"
"Sunshine","140.069","Cepat"
"Secrets","148.021","Cepat"
"Someday","121.005","Cepat"
"Run","116.988","Sedang"
"West Coast","134.057","Cepat"
"Apologize","118.008","Sedang"
"Lose Somebody","147.988","Cepat"
"Good Life","94.988","Sedang"
"Chosen (feat. Ty Dolla $ign)","93.421","Sedang"
"Loco Contigo (feat. J. Balvin & Tyga)","192.091","Cepat"
"Freaky Deaky","104.019","Sedang"
"Sunshine","97.989","Sedang"
"Ice Cream Man","144.07","Cepat"
"Taste (feat. Offset)","98.001","Sedang"
"Ayo","98.031","Sedang"
"Juicy","170.024","Cepat"
"Nasty","104.196","Sedang"
"Lift Me Up","107.054","Sedang"
"Pactos - Ao Vivo","121.778","Cepat"
"5 Regras - Ao Vivo","124.185","Cepat"
"Beijo de Glicose - Ao Vivo","99.934","Sedang"
"Perdoou Nada - Ao Vivo","153.937","Cepat"
"Todo Seu - Ao Vivo","152.018","Cepat"
"Molhando o Volante","130.183","Cepat"
"Meu Número - Ao Vivo","179.089","Cepat"
"Namorando Com Saudade","156.057","Cepat"
"O Que É Que Tem","96.342","Sedang"
"Pódio","155.916","Cepat"
"Acapulco","122.062","Cepat"
"Take You Dancing","112.985","Sedang"
"Savage Love (Laxed - Siren Beat)","150.076","Cepat"
"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","98.064","Sedang"
"Want to Want Me","114.025","Sedang"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","94.968","Sedang"
"Never Let You Go","126.956","Cepat"
"Savage Love (Laxed – Siren Beat) [BTS Remix]","149.836","Cepat"
